loan_id,customer_id,age,gender,education,marital_status,employment_type,employment_length_months,annual_income,monthly_income,existing_emi,debt_to_income,credit_score,credit_history_length_months,delinquency_count,past_default_flag,loan_amount,loan_term_months,interest_rate,emi_amount,loan_purpose,loan_product,disbursal_date,repayment_status,first_emi_default_flag,loan_source_type,state,district,city,pincode,urban_rural_flag,branch_code,branch_region,service_area_cluster,distance_to_branch_km,area_default_rate,district_risk_score,state_risk_score,population_density_band,economic_activity_type,channel,has_mortgage,has_dependents,has_cosigner,loan_default
LN113794,C213794,28,Female,HighSchool,Single,Salaried,21,16600,1383,136,2.0,667,70,0,0,277000,72,14.91,5844,Home,Secured,2024-01-01,Active,0,Repeat,Rajasthan,Unknown,Unknown,976902,Urban,AUTO,WestZone,0,20.3,15.1,0.441,0.412,High,Mixed,Branch,No,Yes,No,0
LN113795,C213795,43,Female,Graduate,Single,Farmer,25,43800,3650,280,1.409,585,77,0,0,206000,60,14.66,4864,Business,Unsecured,2024-01-01,Active,0,Repeat,Bihar,Unknown,Unknown,639691,SemiUrban,AUTO,EastZone,3,18.2,24.0,0.706,0.676,Medium,Salaried,Digital,No,No,Yes,1
LN113796,C213796,33,Male,PostGraduate,Divorced,Business,26,119800,9983,1131,2.0,619,50,1,1,1498000,84,14.63,28596,Personal,Unsecured,2024-01-01,Active,0,New,Gujarat,Unknown,Unknown,432742,Urban,AUTO,WestZone,1,3.2,12.4,0.454,0.458,High,Salaried,Branch,Yes,No,No,1
LN113797,C213797,46,Male,PostGraduate,Single,Business,3,242700,20225,3265,1.066,610,28,2,0,1139000,120,14.88,18292,Personal,Unsecured,2024-01-01,Active,0,New,West Bengal,Unknown,Unknown,127681,Rural,AUTO,EastZone,4,32.0,15.6,0.534,0.536,Low,Mixed,Digital,Yes,Yes,No,1
LN113798,C213798,55,Female,Graduate,Married,Salaried,20,54700,4558,419,2.0,640,70,0,1,258000,36,15.96,9065,Business,Unsecured,2024-01-01,Active,0,New,Uttar Pradesh,Unknown,Unknown,484934,Rural,AUTO,NorthZone,0,16.0,21.6,0.667,0.593,Low,Salaried,Branch,Yes,Yes,No,1
LN113799,C213799,21,Female,HighSchool,Married,SelfEmployed,29,63900,5325,780,1.816,519,17,1,0,242000,36,19.16,8890,Education,Unsecured,2024-01-01,Active,0,New,Karnataka,Unknown,Unknown,237057,Urban,AUTO,SouthZone,3,8.1,14.0,0.423,0.334,High,Salaried,Digital,No,No,No,1
LN113800,C213800,39,Male,Graduate,Single,Business,71,82900,6908,141,2.0,527,105,0,1,352000,24,13.98,16897,Home,Secured,2024-01-01,Active,0,New,Karnataka,Unknown,Unknown,538108,Urban,AUTO,SouthZone,0,55.1,13.4,0.245,0.434,Medium,MSME,Field,No,No,No,1
LN113801,C213801,21,Male,Graduate,Married,Salaried,8,71500,5958,167,1.43,723,18,0,0,261000,36,9.41,8350,Business,Unsecured,2024-01-01,Active,0,New,Tamil Nadu,Unknown,Unknown,822693,SemiUrban,AUTO,SouthZone,4,3.4,17.9,0.393,0.422,Low,Agri,Branch,No,No,No,0
LN113802,C213802,67,Male,HighSchool,Married,Business,13,34000,2833,34,2.0,628,48,0,0,147000,12,18.91,13541,Personal,Unsecured,2024-01-01,Active,0,New,Karnataka,Unknown,Unknown,666444,SemiUrban,AUTO,SouthZone,2,4.7,13.8,0.254,0.281,Low,MSME,Partner,No,No,No,1
LN113803,C213803,32,Female,PostGraduate,Single,SelfEmployed,11,113000,9417,1255,2.0,523,34,0,0,1254000,48,15.7,35346,Home,Secured,2024-01-01,Active,0,Repeat,Tamil Nadu,Unknown,Unknown,173115,Urban,AUTO,SouthZone,1,0.7,16.3,0.551,0.442,Medium,Salaried,Branch,No,No,No,1
LN113804,C213804,46,Female,Graduate,Divorced,Salaried,26,41600,3467,248,2.0,489,61,1,0,306000,12,17.95,28047,Vehicle,Secured,2024-01-01,Active,0,Repeat,Andhra Pradesh,Unknown,Unknown,921142,SemiUrban,AUTO,SouthZone,3,8.7,14.9,0.557,0.488,Low,Mixed,Digital,Yes,Yes,No,1
LN113805,C213805,37,Female,Graduate,Married,Salaried,71,35300,2942,779,1.323,703,118,0,0,67000,24,10.64,3112,Home,Secured,2024-01-01,Active,0,TopUp,Karnataka,Unknown,Unknown,142871,Urban,AUTO,SouthZone,3,27.6,15.0,0.287,0.345,High,MSME,Digital,No,Yes,No,0
LN113806,C213806,28,Male,HighSchool,Married,Salaried,18,47800,3983,592,1.403,685,33,1,0,215000,60,13.95,4997,Business,Unsecured,2024-01-01,Active,0,New,Madhya Pradesh,Unknown,Unknown,875857,Rural,AUTO,CentralZone,3,0.8,19.1,0.63,0.57,Low,Agri,Branch,No,Yes,No,0
LN113807,C213807,26,Male,PostGraduate,Married,SelfEmployed,4,205400,17117,934,2.0,574,0,0,0,2461000,48,15.12,68641,Vehicle,Secured,2024-01-01,Active,0,Repeat,Bihar,Unknown,Unknown,205139,Rural,AUTO,EastZone,2,3.5,24.1,0.66,0.731,Low,Agri,Branch,No,Yes,No,1
LN113808,C213808,57,Female,PostGraduate,Married,SelfEmployed,18,191100,15925,1900,2.0,616,16,0,0,1666000,36,15.45,58120,Education,Unsecured,2024-01-01,Active,0,New,Kerala,Unknown,Unknown,694619,Urban,AUTO,SouthZone,3,3.3,10.7,0.44,0.311,Medium,MSME,Branch,No,No,Yes,0
LN113809,C213809,49,Male,Graduate,Married,SelfEmployed,1,125300,10442,1104,2.0,622,22,1,0,387000,18,14.59,24068,Personal,Unsecured,2024-01-01,Active,0,TopUp,Maharashtra,Unknown,Unknown,764188,Rural,AUTO,WestZone,4,10.8,16.7,0.619,0.521,Medium,Salaried,Digital,No,No,No,1
LN113810,C213810,61,Male,Graduate,Single,Salaried,15,66800,5567,404,0.854,561,23,0,1,254000,120,16.6,4350,Business,Unsecured,2024-01-01,Active,0,New,Tamil Nadu,Unknown,Unknown,966167,Rural,AUTO,SouthZone,0,3.8,9.6,0.317,0.337,Medium,MSME,Digital,Yes,No,Yes,1
LN113811,C213811,38,Male,HighSchool,Divorced,Salaried,25,24100,2008,138,2.0,631,1,0,0,176000,36,13.67,5987,Education,Unsecured,2024-01-01,Active,1,Repeat,Kerala,Unknown,Unknown,919420,SemiUrban,AUTO,SouthZone,2,29.0,11.9,0.284,0.303,Medium,Salaried,Branch,No,No,No,0
LN113812,C213812,41,Male,Other,Divorced,Salaried,26,24700,2058,284,1.505,624,27,1,1,81000,36,15.13,2813,Personal,Unsecured,2024-01-01,Active,0,Repeat,Tamil Nadu,Unknown,Unknown,503582,SemiUrban,AUTO,SouthZone,0,4.2,18.0,0.572,0.478,Medium,Salaried,Field,No,No,No,1
LN113813,C213813,34,Male,PostGraduate,Married,Business,53,58200,4850,1501,0.748,526,127,1,0,143000,120,12.93,2129,Vehicle,Secured,2024-01-01,Active,0,New,Uttar Pradesh,Unknown,Unknown,788221,Rural,AUTO,NorthZone,3,21.2,17.2,0.569,0.632,Low,MSME,Partner,No,Yes,No,0
LN113814,C213814,34,Male,PostGraduate,Married,Farmer,34,91500,7625,1863,1.659,621,15,1,1,455000,60,14.84,10786,Personal,Unsecured,2024-01-01,Active,0,Repeat,Uttar Pradesh,Unknown,Unknown,665576,Rural,AUTO,NorthZone,0,10.8,17.3,0.598,0.598,Low,Salaried,Digital,Yes,No,Yes,0
LN113815,C213815,25,Male,HighSchool,Divorced,SelfEmployed,8,38400,3200,63,2.0,626,0,0,1,284000,36,13.11,9584,Vehicle,Secured,2024-01-01,Active,0,New,Uttar Pradesh,Unknown,Unknown,558188,Urban,AUTO,NorthZone,0,3.2,18.7,0.608,0.63,High,Salaried,Partner,No,No,Yes,1
LN113816,C213816,39,Male,HighSchool,Single,Salaried,12,36200,3017,256,1.793,545,45,0,0,217000,60,14.92,5153,Vehicle,Secured,2024-01-01,Active,0,New,Karnataka,Unknown,Unknown,645641,Urban,AUTO,SouthZone,0,38.0,16.1,0.38,0.415,Medium,Mixed,Digital,No,Yes,No,1
LN113817,C213817,28,Female,Graduate,Single,Farmer,86,56800,4733,78,1.486,672,126,0,0,258000,48,13.26,6955,Business,Unsecured,2024-01-01,Active,0,New,Maharashtra,Unknown,Unknown,488337,Urban,AUTO,WestZone,2,11.9,14.3,0.352,0.421,High,Agri,Field,No,No,No,0
LN113818,C213818,43,Male,HighSchool,Married,Salaried,17,60000,5000,764,2.0,587,39,1,0,234000,12,12.67,20864,Vehicle,Secured,2024-01-01,Active,0,Repeat,Gujarat,Unknown,Unknown,162933,Urban,AUTO,WestZone,3,13.3,14.0,0.353,0.311,High,Salaried,Digital,No,No,No,0
LN113819,C213819,40,Male,PostGraduate,Single,SelfEmployed,4,101800,8483,133,2.0,551,27,1,1,890000,48,16.6,25497,Personal,Unsecured,2024-01-01,Active,0,New,Andhra Pradesh,Unknown,Unknown,156285,Urban,AUTO,SouthZone,1,13.9,18.9,0.673,0.591,Medium,MSME,Branch,Yes,Yes,No,1
LN113820,C213820,41,Male,Graduate,Single,Salaried,38,76200,6350,327,0.85,693,25,0,0,218000,60,13.98,5070,Education,Unsecured,2024-01-01,Active,0,New,Maharashtra,Unknown,Unknown,411529,Urban,AUTO,WestZone,3,5.7,17.9,0.391,0.448,High,MSME,Field,No,No,Yes,0
LN113821,C213821,58,Male,Graduate,Married,Business,8,65500,5458,812,2.0,660,33,0,0,521000,48,14.93,14481,Education,Unsecured,2024-01-01,Active,0,New,Bihar,Unknown,Unknown,959350,Rural,AUTO,EastZone,2,44.7,23.4,0.737,0.743,Medium,Agri,Branch,No,No,No,0
LN113822,C213822,37,Female,HighSchool,Single,SelfEmployed,24,15300,1275,76,1.64,534,0,1,1,124000,120,15.19,2015,Vehicle,Secured,2024-01-01,Active,0,TopUp,Gujarat,Unknown,Unknown,975398,Urban,AUTO,WestZone,2,2.0,11.2,0.281,0.369,High,Salaried,Digital,Yes,Yes,No,1
LN113823,C213823,47,Female,Other,Single,Salaried,61,32000,2667,79,1.232,667,99,0,0,122000,48,11.9,3207,Home,Secured,2024-01-01,Active,0,TopUp,Kerala,Unknown,Unknown,321706,Urban,AUTO,SouthZone,0,6.4,7.6,0.31,0.263,High,Mixed,Digital,No,No,No,1
LN113824,C213824,62,Female,Other,Single,Unemployed,1,29100,2425,370,2.0,556,20,0,0,174000,36,19.68,6438,Personal,Unsecured,2024-01-01,Active,0,New,Maharashtra,Unknown,Unknown,474921,Rural,AUTO,WestZone,0,22.5,12.9,0.474,0.352,Low,Agri,Digital,Yes,Yes,Yes,1
LN113825,C213825,53,Male,HighSchool,Married,SelfEmployed,15,32800,2733,40,2.0,570,26,1,0,229000,36,16.76,8137,Home,Secured,2024-01-01,Active,1,TopUp,Rajasthan,Unknown,Unknown,115617,SemiUrban,AUTO,WestZone,0,0.8,24.3,0.547,0.538,Low,MSME,Digital,No,Yes,Yes,0
LN113826,C213826,51,Male,Graduate,Married,Salaried,17,38500,3208,28,1.197,678,0,0,0,180000,72,15.05,3811,Home,Secured,2024-01-01,Active,0,Repeat,Rajasthan,Unknown,Unknown,129081,Urban,AUTO,WestZone,4,25.0,20.6,0.665,0.598,Medium,Salaried,Digital,Yes,Yes,Yes,0
LN113827,C213827,34,Male,Graduate,Single,Unemployed,71,29100,2425,399,2.0,370,106,1,1,86000,24,24.73,4578,Personal,Unsecured,2024-01-01,Active,0,New,Bihar,Unknown,Unknown,501109,Urban,AUTO,EastZone,3,14.6,23.0,0.934,0.761,Medium,MSME,Digital,No,Yes,No,1
LN113828,C213828,40,Female,Graduate,Married,Salaried,44,93600,7800,678,0.846,585,105,1,0,213000,48,14.92,5919,Home,Secured,2024-01-01,Active,0,Repeat,Rajasthan,Unknown,Unknown,829179,Urban,AUTO,WestZone,2,17.4,20.1,0.627,0.605,Medium,Agri,Digital,No,Yes,Yes,1
LN113829,C213829,22,Female,PostGraduate,Divorced,SelfEmployed,2,155000,12917,582,0.965,677,16,0,0,413000,48,16.84,11883,Personal,Unsecured,2024-01-01,Active,0,New,West Bengal,Unknown,Unknown,778603,SemiUrban,AUTO,EastZone,4,8.4,16.9,0.518,0.544,Low,Mixed,Field,No,No,No,1
LN113830,C213830,43,Male,PostGraduate,Single,SelfEmployed,6,236300,19692,6790,2.0,574,0,0,0,1936000,72,15.07,41010,Business,Unsecured,2024-01-01,Active,0,New,Uttar Pradesh,Unknown,Unknown,114156,Rural,AUTO,NorthZone,0,0.0,25.0,0.638,0.639,Low,Salaried,Digital,No,No,No,1
LN113831,C213831,41,Male,Other,Single,Farmer,3,15300,1275,3,1.373,515,4,0,1,50000,36,15.62,1748,Education,Unsecured,2024-01-01,Active,1,New,Bihar,Unknown,Unknown,714442,Rural,AUTO,EastZone,2,45.4,22.1,0.576,0.715,Low,Mixed,Digital,No,No,No,1
LN113832,C213832,38,Male,PostGraduate,Married,Business,0,280400,23367,3058,1.994,400,23,0,0,1702000,60,18.34,43535,Business,Unsecured,2024-01-01,Active,1,New,Uttar Pradesh,Unknown,Unknown,799288,Rural,AUTO,NorthZone,3,15.5,20.5,0.687,0.631,Low,MSME,Branch,Yes,Yes,No,0
LN113833,C213833,50,Male,PostGraduate,Married,Farmer,8,25100,2092,17,1.17,683,49,0,0,98000,60,16.9,2430,Vehicle,Secured,2024-01-01,Active,0,Repeat,Andhra Pradesh,Unknown,Unknown,460047,SemiUrban,AUTO,SouthZone,3,3.6,14.2,0.366,0.457,Low,Salaried,Digital,No,Yes,No,0
LN113834,C213834,23,Female,Graduate,Married,Business,12,30400,2533,102,1.625,546,0,1,1,81000,24,17.2,4013,Business,Unsecured,2024-01-01,Active,0,New,Karnataka,Unknown,Unknown,966540,SemiUrban,AUTO,SouthZone,2,8.0,11.3,0.314,0.336,Low,MSME,Branch,No,Yes,No,1
LN113835,C213835,57,Male,PostGraduate,Married,Salaried,9,48100,4008,547,1.743,509,40,0,1,103000,18,15.28,6439,Vehicle,Secured,2024-01-01,Active,0,New,West Bengal,Unknown,Unknown,633631,SemiUrban,AUTO,EastZone,2,20.7,18.9,0.65,0.577,Low,Salaried,Partner,No,Yes,No,1
LN113836,C213836,48,Female,Graduate,Married,Business,25,106800,8900,519,1.209,635,61,0,0,486000,84,18.09,10240,Personal,Unsecured,2024-01-01,Active,0,Repeat,Karnataka,Unknown,Unknown,709787,Rural,AUTO,SouthZone,0,11.6,18.5,0.523,0.403,Low,Agri,Field,No,No,No,1
LN113837,C213837,37,Male,HighSchool,Married,SelfEmployed,6,16900,1408,22,2.0,728,0,0,0,182000,48,15.37,5099,Vehicle,Secured,2024-01-01,Active,0,New,Karnataka,Unknown,Unknown,467324,Urban,AUTO,SouthZone,4,30.6,13.1,0.444,0.419,Medium,Salaried,Branch,No,Yes,No,1
LN113838,C213838,36,Male,Graduate,Married,Salaried,101,43600,3633,770,1.671,638,163,1,0,229000,60,13.75,5299,Personal,Unsecured,2024-01-01,Active,0,New,West Bengal,Unknown,Unknown,575023,Rural,AUTO,EastZone,2,10.4,19.6,0.492,0.536,Low,MSME,Branch,No,Yes,No,1
LN113839,C213839,43,Male,Graduate,Married,Salaried,47,48600,4050,390,2.0,475,64,1,0,1282000,24,13.8,61431,Vehicle,Secured,2024-01-01,Active,0,New,Gujarat,Unknown,Unknown,505700,Rural,AUTO,WestZone,4,5.9,16.9,0.228,0.316,Low,Salaried,Branch,No,No,No,1
LN113840,C213840,56,Female,Other,Married,Business,4,71200,5933,334,2.0,542,0,0,0,1065000,48,16.81,30626,Personal,Unsecured,2024-01-01,Active,0,New,Andhra Pradesh,Unknown,Unknown,201363,Rural,AUTO,SouthZone,4,18.5,14.7,0.456,0.445,Low,MSME,Partner,No,Yes,No,1
LN113841,C213841,39,Male,Graduate,Married,Unemployed,3,45500,3792,1267,2.0,602,1,1,0,127000,24,18.53,6373,Business,Unsecured,2024-01-01,Active,0,New,Kerala,Unknown,Unknown,115304,SemiUrban,AUTO,SouthZone,2,12.2,19.0,0.505,0.359,Medium,MSME,Field,No,No,No,0
LN113842,C213842,39,Male,HighSchool,Married,Business,126,65900,5492,352,1.897,620,155,0,0,163000,18,13.64,10065,Home,Secured,2024-01-01,Active,0,New,West Bengal,Unknown,Unknown,479453,Rural,AUTO,EastZone,1,13.7,17.6,0.557,0.505,Medium,MSME,Digital,No,No,No,0
LN113843,C213843,38,Female,Graduate,Divorced,Business,6,41100,3425,681,2.0,496,10,1,0,349000,84,22.26,8232,Education,Unsecured,2024-01-01,Active,0,Repeat,Uttar Pradesh,Unknown,Unknown,915611,SemiUrban,AUTO,NorthZone,0,27.4,21.9,0.721,0.708,Low,MSME,Partner,No,No,No,0
LN113844,C213844,59,Male,PostGraduate,Married,Salaried,4,109300,9108,524,0.943,839,0,0,0,321000,48,9.48,8061,Home,Secured,2024-01-01,Active,0,New,Madhya Pradesh,Unknown,Unknown,160676,Urban,AUTO,CentralZone,0,6.1,18.7,0.4,0.555,Medium,MSME,Field,No,Yes,Yes,0
LN113845,C213845,33,Male,Other,Married,Salaried,9,29100,2425,75,1.067,586,7,1,0,91000,48,14.57,2513,Education,Unsecured,2024-01-01,Active,0,New,Kerala,Unknown,Unknown,138683,Urban,AUTO,SouthZone,2,7.9,14.2,0.058,0.327,High,Salaried,Branch,No,Yes,Yes,0
LN113846,C213846,37,Male,PostGraduate,Married,SelfEmployed,33,110600,9217,129,1.747,587,42,0,0,790000,72,13.28,15976,Business,Unsecured,2024-01-01,Active,0,New,Rajasthan,Unknown,Unknown,210307,Urban,AUTO,WestZone,4,9.2,21.1,0.377,0.478,High,Agri,Digital,No,No,No,0
LN113847,C213847,55,Female,HighSchool,Married,Salaried,26,29000,2417,961,2.0,605,34,0,0,391000,48,14.76,10834,Personal,Unsecured,2024-01-01,Active,0,Repeat,Maharashtra,Unknown,Unknown,649321,SemiUrban,AUTO,WestZone,0,2.6,19.2,0.513,0.399,Low,Salaried,Branch,No,Yes,Yes,1
LN113848,C213848,39,Male,HighSchool,Married,Business,2,33300,2775,65,2.0,672,0,0,0,278000,18,14.29,17250,Personal,Unsecured,2024-01-01,Active,0,New,Maharashtra,Unknown,Unknown,500293,Urban,AUTO,WestZone,0,8.6,16.1,0.475,0.477,High,Salaried,Branch,Yes,No,No,1
LN113849,C213849,51,Female,Graduate,Single,Salaried,16,41700,3475,347,1.313,614,0,0,1,223000,72,10.75,4216,Vehicle,Secured,2024-01-01,Active,1,New,West Bengal,Unknown,Unknown,660182,Urban,AUTO,EastZone,0,44.5,16.1,0.548,0.556,High,Salaried,Partner,No,Yes,No,1
LN113850,C213850,27,Male,Other,Divorced,Salaried,3,28000,2333,24,2.0,482,51,0,1,279000,48,16.3,7950,Business,Unsecured,2024-01-01,Active,1,Repeat,Bihar,Unknown,Unknown,772071,Urban,AUTO,EastZone,2,34.8,23.0,0.844,0.755,High,Agri,Branch,No,Yes,No,1
LN113851,C213851,35,Male,PostGraduate,Married,Salaried,12,70800,5900,113,2.0,485,59,0,0,973000,48,14.44,26804,Personal,Unsecured,2024-01-01,Active,0,Repeat,Uttar Pradesh,Unknown,Unknown,353864,Urban,AUTO,NorthZone,3,0.2,19.9,0.74,0.676,High,Salaried,Branch,Yes,No,Yes,1
LN113852,C213852,55,Female,PostGraduate,Single,Salaried,6,166200,13850,1973,1.513,591,26,0,0,753000,60,17.65,18978,Education,Unsecured,2024-01-01,Active,0,TopUp,Rajasthan,Unknown,Unknown,136348,Urban,AUTO,WestZone,3,13.5,16.9,0.475,0.563,High,MSME,Digital,No,Yes,No,0
LN113853,C213853,29,Female,Graduate,Divorced,SelfEmployed,6,69700,5808,2770,1.424,620,0,0,0,202000,48,13.79,5499,Agri,Secured,2024-01-01,Active,0,New,Maharashtra,Unknown,Unknown,834281,Urban,AUTO,WestZone,0,5.4,12.1,0.339,0.365,High,Salaried,Digital,No,Yes,No,0
LN113854,C213854,36,Female,PostGraduate,Married,Salaried,54,165700,13808,2321,1.181,597,99,0,0,549000,60,18.16,13989,Personal,Unsecured,2024-01-01,Active,1,New,West Bengal,Unknown,Unknown,605900,Urban,AUTO,EastZone,4,2.9,17.0,0.481,0.51,Medium,Salaried,Branch,No,No,Yes,1
LN113855,C213855,41,Male,Graduate,Married,Salaried,55,103600,8633,2420,1.182,684,40,0,0,488000,84,8.72,7782,Home,Secured,2024-01-01,Active,0,TopUp,Telangana,Unknown,Unknown,216584,Rural,AUTO,SouthZone,0,0.2,17.3,0.341,0.467,Low,Salaried,Branch,Yes,Yes,No,0
LN113856,C213856,26,Male,HighSchool,Married,Salaried,47,60000,5000,1924,1.611,748,92,0,0,235000,48,11.48,6129,Vehicle,Secured,2024-01-01,Active,0,New,Uttar Pradesh,Unknown,Unknown,184625,Urban,AUTO,NorthZone,1,1.1,18.6,0.515,0.603,Medium,Salaried,Partner,Yes,Yes,No,0
LN113857,C213857,33,Female,PostGraduate,Single,SelfEmployed,30,64000,5333,826,2.0,503,32,2,1,391000,36,15.92,13731,Home,Secured,2024-01-01,Active,0,New,Rajasthan,Unknown,Unknown,172136,Urban,AUTO,WestZone,2,24.5,17.6,0.449,0.522,High,MSME,Field,No,No,Yes,1
LN113858,C213858,39,Male,HighSchool,Married,Salaried,10,34200,2850,28,1.032,648,0,0,1,91000,36,9.45,2913,Business,Unsecured,2024-01-01,Active,0,New,Telangana,Unknown,Unknown,672970,Rural,AUTO,SouthZone,2,16.7,15.0,0.364,0.399,Medium,Agri,Partner,No,Yes,No,1
LN113859,C213859,38,Male,PostGraduate,Married,SelfEmployed,15,64500,5375,669,1.312,563,50,1,0,383000,120,15.86,6382,Personal,Unsecured,2024-01-01,Active,0,Repeat,Maharashtra,Unknown,Unknown,109672,Rural,AUTO,WestZone,3,16.0,13.9,0.468,0.407,Medium,Salaried,Digital,No,Yes,No,1
LN113860,C213860,53,Male,Graduate,Single,Salaried,22,150300,12525,28,2.0,576,45,0,0,575000,12,16.58,52328,Education,Unsecured,2024-01-01,Active,1,New,Uttar Pradesh,Unknown,Unknown,618464,Urban,AUTO,NorthZone,0,2.5,20.4,0.548,0.595,Medium,Salaried,Digital,No,No,No,0
LN113861,C213861,56,Male,HighSchool,Single,Salaried,27,40300,3358,897,1.89,589,28,0,0,206000,48,12.25,5450,Vehicle,Secured,2024-01-01,Active,0,TopUp,Telangana,Unknown,Unknown,465129,Urban,AUTO,SouthZone,4,14.2,17.7,0.467,0.52,Medium,Salaried,Branch,Yes,Yes,No,1
LN113862,C213862,27,Male,HighSchool,Married,Business,60,33200,2767,330,2.0,658,88,0,0,385000,72,8.45,6835,Vehicle,Secured,2024-01-01,Active,0,New,Kerala,Unknown,Unknown,720093,SemiUrban,AUTO,SouthZone,3,2.4,16.5,0.536,0.42,Low,Salaried,Branch,Yes,Yes,No,0
LN113863,C213863,39,Female,Graduate,Married,SelfEmployed,57,61500,5125,918,2.0,610,63,1,0,1047000,72,15.65,22510,Agri,Secured,2024-01-01,Active,0,New,Madhya Pradesh,Unknown,Unknown,631657,SemiUrban,AUTO,CentralZone,1,43.1,18.9,0.687,0.638,Low,Agri,Digital,No,Yes,No,0
LN113864,C213864,46,Female,PostGraduate,Single,Salaried,8,152100,12675,6338,1.579,596,24,2,1,785000,84,11.58,13682,Home,Secured,2024-01-01,Active,0,New,Karnataka,Unknown,Unknown,524382,SemiUrban,AUTO,SouthZone,4,3.9,14.4,0.408,0.355,Medium,Salaried,Partner,No,Yes,No,0
LN113865,C213865,56,Female,HighSchool,Single,Farmer,12,17500,1458,45,2.0,754,29,0,0,208000,84,16.83,4230,Education,Unsecured,2024-01-01,Active,0,New,Bihar,Unknown,Unknown,659883,Urban,AUTO,EastZone,1,9.0,21.7,0.709,0.7,High,Salaried,Field,No,Yes,Yes,0
LN113866,C213866,46,Other,Graduate,Married,Farmer,3,21300,1775,210,1.242,572,13,0,0,124000,120,14.93,1995,Education,Unsecured,2024-01-01,Active,1,New,Uttar Pradesh,Unknown,Unknown,484354,Rural,AUTO,NorthZone,4,9.7,21.4,0.594,0.66,Low,Salaried,Branch,No,No,Yes,0
LN113867,C213867,41,Male,Graduate,Married,Salaried,37,75100,6258,40,0.917,661,3,0,0,158000,36,17.81,5697,Education,Unsecured,2024-01-01,Active,0,Repeat,Uttar Pradesh,Unknown,Unknown,537665,Urban,AUTO,NorthZone,3,15.7,20.5,0.636,0.708,High,MSME,Field,Yes,Yes,No,0
LN113868,C213868,45,Male,HighSchool,Married,Salaried,30,55600,4633,1287,2.0,625,50,0,0,314000,36,13.88,10713,Home,Secured,2024-01-01,Active,0,New,Karnataka,Unknown,Unknown,465420,Rural,AUTO,SouthZone,3,23.7,19.0,0.468,0.419,Medium,MSME,Field,No,Yes,No,0
LN113869,C213869,46,Male,HighSchool,Divorced,SelfEmployed,50,34700,2892,56,0.77,479,48,0,1,81000,60,20.56,2171,Personal,Unsecured,2024-01-01,Active,0,New,Karnataka,Unknown,Unknown,442941,Rural,AUTO,SouthZone,2,0.3,13.6,0.403,0.382,Low,Salaried,Digital,Yes,Yes,No,1
LN113870,C213870,26,Female,Graduate,Married,Business,22,122200,10183,856,2.0,582,54,0,0,1322000,36,18.39,48053,Home,Secured,2024-01-01,Active,0,Repeat,Bihar,Unknown,Unknown,530112,Rural,AUTO,EastZone,1,7.3,24.9,0.744,0.716,Medium,MSME,Branch,No,No,No,1
LN113871,C213871,40,Male,Graduate,Married,SelfEmployed,40,53600,4467,266,1.263,556,58,1,0,222000,60,15.82,5377,Education,Unsecured,2024-01-01,Active,0,New,Telangana,Unknown,Unknown,928558,Rural,AUTO,SouthZone,2,6.8,16.7,0.539,0.467,Low,Mixed,Branch,Yes,No,No,1
LN113872,C213872,55,Male,Graduate,Married,Business,11,89500,7458,24,0.418,570,69,0,1,125000,60,16.83,3095,Agri,Secured,2024-01-01,Active,0,Repeat,Bihar,Unknown,Unknown,869191,Rural,AUTO,EastZone,0,1.3,24.9,0.732,0.66,Medium,Agri,Branch,No,Yes,No,0
LN113873,C213873,35,Male,Other,Divorced,SelfEmployed,31,44200,3683,6,0.658,763,33,2,0,93000,48,11.3,2417,Personal,Unsecured,2024-01-01,Active,1,New,Karnataka,Unknown,Unknown,317061,Urban,AUTO,SouthZone,3,31.7,16.9,0.529,0.426,High,Salaried,Branch,Yes,No,No,0
LN113874,C213874,39,Male,HighSchool,Single,Unemployed,0,12000,1000,41,2.0,471,0,0,0,50000,36,25.09,1990,Personal,Unsecured,2024-01-01,Active,0,Repeat,Andhra Pradesh,Unknown,Unknown,404239,Urban,AUTO,SouthZone,1,13.4,19.5,0.499,0.507,High,Salaried,Branch,No,No,No,1
LN113875,C213875,35,Male,PostGraduate,Married,Farmer,3,43700,3642,55,0.616,609,0,0,0,64000,36,14.1,2190,Home,Secured,2024-01-01,Active,0,TopUp,Gujarat,Unknown,Unknown,380251,Urban,AUTO,WestZone,1,6.6,12.4,0.161,0.326,High,Salaried,Branch,No,No,No,1
LN113876,C213876,21,Male,Graduate,Divorced,Salaried,21,41700,3475,807,1.783,698,31,0,0,251000,72,15.59,5388,Education,Unsecured,2024-01-01,Active,0,Repeat,Maharashtra,Unknown,Unknown,904423,Rural,AUTO,WestZone,2,6.1,17.3,0.491,0.458,Low,Mixed,Branch,No,Yes,No,0
LN113877,C213877,38,Female,Graduate,Divorced,SelfEmployed,57,51100,4258,1163,2.0,541,59,0,0,501000,72,18.64,11609,Personal,Unsecured,2024-01-01,Active,0,New,Bihar,Unknown,Unknown,246609,Urban,AUTO,EastZone,1,33.3,27.3,0.626,0.738,High,Agri,Partner,No,Yes,Yes,1
LN113878,C213878,41,Male,PostGraduate,Married,SelfEmployed,57,95400,7950,505,2.0,524,28,0,0,360000,18,16.12,22649,Home,Secured,2024-01-01,Active,0,Repeat,Gujarat,Unknown,Unknown,743704,SemiUrban,AUTO,WestZone,2,11.5,15.6,0.45,0.412,Low,Mixed,Branch,Yes,Yes,No,1
